l2 gear
10:36:10.632 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.613
10:37:37.191 -> Acceleration in g's  X: -0.065, Y: 0.028, Z: 0.994, roll: 1.632, pitch: 3.764
10:37:37.226 -> Acceleration in g's  X: -0.063, Y: 0.041, Z: 0.968, roll: 2.427, pitch: 3.749
10:37:37.260 -> Acceleration in g's  X: -0.060, Y: 0.051, Z: 0.973, roll: 2.989, pitch: 3.500
10:37:37.294 -> Acceleration in g's  X: -0.069, Y: 0.041, Z: 1.010, roll: 2.326, pitch: 3.925
10:37:37.294 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.978, roll: 2.003, pitch: 3.656
10:37:37.329 -> Acceleration in g's  X: -0.064, Y: 0.031, Z: 0.976, roll: 1.835, pitch: 3.778
10:37:37.363 -> Acceleration in g's  X: -0.063, Y: 0.039, Z: 1.007, roll: 2.222, pitch: 3.605
10:37:37.397 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.980, roll: 1.940, pitch: 3.702
10:37:37.397 -> Acceleration in g's  X: -0.064, Y: 0.034, Z: 0.970, roll: 2.019, pitch: 3.800
10:37:37.431 -> Acceleration in g's  X: -0.064, Y: 0.031, Z: 0.996, roll: 1.797, pitch: 3.700
10:37:37.465 -> Acceleration in g's  X: -0.062, Y: 0.026, Z: 0.962, roll: 1.570, pitch: 3.658
10:37:37.498 -> Acceleration in g's  X: -0.061, Y: 0.048, Z: 0.969, roll: 2.828, pitch: 3.572
10:37:37.498 -> Acceleration in g's  X: -0.058, Y: 0.038, Z: 1.012, roll: 2.156, pitch: 3.257
10:37:37.532 -> Acceleration in g's  X: -0.064, Y: 0.033, Z: 0.984, roll: 1.932, pitch: 3.744
10:37:37.566 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 1.028, roll: 1.904, pitch: 3.476
10:37:37.599 -> Acceleration in g's  X: -0.066, Y: 0.028, Z: 1.004, roll: 1.616, pitch: 3.783
10:37:37.599 -> Acceleration in g's  X: -0.063, Y: 0.031, Z: 0.976, roll: 1.835, pitch: 3.664
10:37:37.632 -> Acceleration in g's  X: -0.064, Y: 0.021, Z: 0.969, roll: 1.270, pitch: 3.805
10:37:37.667 -> Acceleration in g's  X: -0.060, Y: 0.047, Z: 1.002, roll: 2.679, pitch: 3.399
10:37:37.702 -> Acceleration in g's  X: -0.063, Y: 0.046, Z: 0.995, roll: 2.641, pitch: 3.590
10:37:37.702 -> Acceleration in g's  X: -0.063, Y: 0.044, Z: 0.998, roll: 2.521, pitch: 3.580
10:37:37.735 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.988, roll: 2.037, pitch: 3.729
10:37:37.769 -> Acceleration in g's  X: -0.064, Y: 0.033, Z: 1.001, roll: 1.900, pitch: 3.682
10:37:37.802 -> Acceleration in g's  X: -0.067, Y: 0.032, Z: 0.972, roll: 1.900, pitch: 3.965
10:37:37.837 -> Acceleration in g's  X: -0.059, Y: 0.039, Z: 0.988, roll: 2.263, pitch: 3.390
10:37:37.837 -> Acceleration in g's  X: -0.060, Y: 0.032, Z: 0.976, roll: 1.892, pitch: 3.492
10:37:37.871 -> Acceleration in g's  X: -0.060, Y: 0.040, Z: 0.979, roll: 2.341, pitch: 3.477
10:37:37.907 -> Acceleration in g's  X: -0.068, Y: 0.038, Z: 1.001, roll: 2.179, pitch: 3.904
10:37:37.940 -> Acceleration in g's  X: -0.065, Y: 0.028, Z: 0.986, roll: 1.645, pitch: 3.794
10:37:37.940 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.977, roll: 1.947, pitch: 3.603
10:37:37.974 -> Acceleration in g's  X: -0.058, Y: 0.031, Z: 0.979, roll: 1.829, pitch: 3.368
10:37:38.009 -> Acceleration in g's  X: -0.063, Y: 0.025, Z: 0.963, roll: 1.510, pitch: 3.712
10:37:38.042 -> Acceleration in g's  X: -0.068, Y: 0.045, Z: 1.009, roll: 2.550, pitch: 3.873
10:37:38.042 -> Acceleration in g's  X: -0.064, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.718
10:37:38.076 -> Acceleration in g's  X: -0.063, Y: 0.050, Z: 0.985, roll: 2.894, pitch: 3.681
10:37:38.110 -> Acceleration in g's  X: -0.065, Y: 0.044, Z: 1.008, roll: 2.497, pitch: 3.711
10:37:38.143 -> Acceleration in g's  X: -0.063, Y: 0.032, Z: 1.007, roll: 1.833, pitch: 3.606
10:37:38.143 -> Acceleration in g's  X: -0.060, Y: 0.031, Z: 0.975, roll: 1.837, pitch: 3.496
10:37:38.177 -> Acceleration in g's  X: -0.063, Y: 0.046, Z: 0.985, roll: 2.667, pitch: 3.682
10:37:38.210 -> Acceleration in g's  X: -0.063, Y: 0.027, Z: 0.994, roll: 1.576, pitch: 3.652
10:37:38.245 -> Acceleration in g's  X: -0.060, Y: 0.031, Z: 0.995, roll: 1.799, pitch: 3.424
10:37:38.245 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.974, roll: 2.011, pitch: 3.728
10:37:38.279 -> Acceleration in g's  X: -0.066, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.819
10:37:38.312 -> Acceleration in g's  X: -0.065, Y: 0.035, Z: 1.004, roll: 2.006, pitch: 3.727
10:37:38.345 -> Acceleration in g's  X: -0.068, Y: 0.046, Z: 1.003, roll: 2.620, pitch: 3.895
10:37:38.380 -> Acceleration in g's  X: -0.068, Y: 0.023, Z: 1.018, roll: 1.319, pitch: 3.842
10:37:38.380 -> Acceleration in g's  X: -0.059, Y: 0.016, Z: 0.985, roll: 0.908, pitch: 3.403
10:37:38.413 -> Acceleration in g's  X: -0.063, Y: 0.045, Z: 0.961, roll: 2.677, pitch: 3.717
10:37:38.448 -> Acceleration in g's  X: -0.065, Y: 0.040, Z: 0.983, roll: 2.332, pitch: 3.803
10:37:38.482 -> Acceleration in g's  X: -0.063, Y: 0.038, Z: 0.984, roll: 2.216, pitch: 3.687
10:37:38.482 -> Acceleration in g's  X: -0.060, Y: 0.028, Z: 0.977, roll: 1.661, pitch: 3.489
10:37:38.516 -> Acceleration in g's  X: -0.062, Y: 0.042, Z: 1.050, roll: 2.291, pitch: 3.351
10:37:38.550 -> Acceleration in g's  X: -0.063, Y: 0.032, Z: 1.006, roll: 1.835, pitch: 3.554
10:37:38.584 -> Acceleration in g's  X: -0.067, Y: 0.029, Z: 0.977, roll: 1.718, pitch: 3.945
10:37:38.584 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.434
10:37:38.618 -> Acceleration in g's  X: -0.063, Y: 0.043, Z: 1.000, roll: 2.460, pitch: 3.629
10:37:38.653 -> Acceleration in g's  X: -0.059, Y: 0.040, Z: 0.980, roll: 2.338, pitch: 3.417
10:37:38.686 -> Acceleration in g's  X: -0.063, Y: 0.039, Z: 0.992, roll: 2.255, pitch: 3.658
10:37:38.686 -> Acceleration in g's  X: -0.061, Y: 0.031, Z: 0.995, roll: 1.799, pitch: 3.480
10:37:38.721 -> Acceleration in g's  X: -0.069, Y: 0.020, Z: 0.972, roll: 1.152, pitch: 4.081
10:37:38.755 -> Acceleration in g's  X: -0.067, Y: 0.031, Z: 0.989, roll: 1.809, pitch: 3.895
10:37:38.790 -> Acceleration in g's  X: -0.064, Y: 0.040, Z: 0.980, roll: 2.338, pitch: 3.758
10:37:38.790 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.981, roll: 2.052, pitch: 3.471
10:37:38.824 -> Acceleration in g's  X: -0.065, Y: 0.041, Z: 0.992, roll: 2.367, pitch: 3.770
10:37:38.858 -> Acceleration in g's  X: -0.059, Y: 0.046, Z: 0.996, roll: 2.638, pitch: 3.363
10:37:38.892 -> Acceleration in g's  X: -0.076, Y: 0.036, Z: 0.998, roll: 2.073, pitch: 4.362
10:37:38.892 -> Acceleration in g's  X: -0.063, Y: 0.027, Z: 0.999, roll: 1.568, pitch: 3.578
10:37:38.926 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.979, roll: 2.115, pitch: 3.709
10:37:38.960 -> Acceleration in g's  X: -0.054, Y: 0.035, Z: 0.985, roll: 2.043, pitch: 3.118
10:37:38.993 -> Acceleration in g's  X: -0.063, Y: 0.038, Z: 1.000, roll: 2.181, pitch: 3.629
10:37:39.028 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.987, roll: 2.039, pitch: 3.620
10:37:39.028 -> Acceleration in g's  X: -0.063, Y: 0.029, Z: 0.978, roll: 1.717, pitch: 3.657
10:37:39.062 -> Acceleration in g's  X: -0.065, Y: 0.043, Z: 1.011, roll: 2.434, pitch: 3.701
10:37:39.096 -> Acceleration in g's  X: -0.068, Y: 0.044, Z: 0.986, roll: 2.551, pitch: 3.961
10:37:39.130 -> Acceleration in g's  X: -0.061, Y: 0.032, Z: 0.980, roll: 1.883, pitch: 3.532
10:37:39.130 -> Acceleration in g's  X: -0.068, Y: 0.042, Z: 1.008, roll: 2.386, pitch: 3.877
10:37:39.164 -> Acceleration in g's  X: -0.061, Y: 0.022, Z: 0.972, roll: 1.324, pitch: 3.565
10:37:39.199 -> Acceleration in g's  X: -0.061, Y: 0.021, Z: 0.979, roll: 1.258, pitch: 3.540
10:37:39.234 -> Acceleration in g's  X: -0.071, Y: 0.045, Z: 0.995, roll: 2.585, pitch: 4.093
10:37:39.234 -> Acceleration in g's  X: -0.065, Y: 0.055, Z: 1.003, roll: 3.121, pitch: 3.727
10:37:39.269 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.992, roll: 1.917, pitch: 3.659
10:37:39.303 -> Acceleration in g's  X: -0.056, Y: 0.026, Z: 0.971, roll: 1.556, pitch: 3.281
10:37:39.337 -> Acceleration in g's  X: -0.059, Y: 0.030, Z: 0.990, roll: 1.751, pitch: 3.385
10:37:39.337 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:37:39.371 -> Acceleration in g's  X: -0.065, Y: 0.039, Z: 0.976, roll: 2.293, pitch: 3.834
10:37:39.406 -> Acceleration in g's  X: -0.069, Y: 0.040, Z: 0.982, roll: 2.334, pitch: 4.034
10:37:39.439 -> Acceleration in g's  X: -0.061, Y: 0.037, Z: 0.994, roll: 2.138, pitch: 3.483
10:37:39.439 -> Acceleration in g's  X: -0.057, Y: 0.043, Z: 1.010, roll: 2.437, pitch: 3.208
10:37:39.473 -> Acceleration in g's  X: -0.067, Y: 0.043, Z: 1.001, roll: 2.458, pitch: 3.848
10:37:39.508 -> Acceleration in g's  X: -0.060, Y: 0.025, Z: 0.982, roll: 1.480, pitch: 3.469
10:37:39.542 -> Acceleration in g's  X: -0.066, Y: 0.042, Z: 1.007, roll: 2.388, pitch: 3.770
10:37:39.542 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.996, roll: 1.909, pitch: 3.644
10:37:39.577 -> Acceleration in g's  X: -0.061, Y: 0.042, Z: 1.002, roll: 2.400, pitch: 3.455
10:37:39.611 -> Acceleration in g's  X: -0.056, Y: 0.044, Z: 1.006, roll: 2.502, pitch: 3.164
10:37:39.645 -> Acceleration in g's  X: -0.067, Y: 0.027, Z: 0.987, roll: 1.586, pitch: 3.903
10:37:39.645 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.988, roll: 2.094, pitch: 3.673
10:37:39.678 -> Acceleration in g's  X: -0.067, Y: 0.034, Z: 1.026, roll: 1.907, pitch: 3.754
10:37:39.714 -> Acceleration in g's  X: -0.060, Y: 0.031, Z: 0.977, roll: 1.833, pitch: 3.489
10:37:39.747 -> Acceleration in g's  X: -0.073, Y: 0.025, Z: 0.990, roll: 1.469, pitch: 4.229
10:37:39.747 -> Acceleration in g's  X: -0.053, Y: 0.044, Z: 0.981, roll: 2.564, pitch: 3.073
10:37:39.781 -> Acceleration in g's  X: -0.070, Y: 0.039, Z: 0.996, roll: 2.246, pitch: 4.035
10:37:39.815 -> Acceleration in g's  X: -0.065, Y: 0.042, Z: 0.985, roll: 2.440, pitch: 3.796
10:37:39.849 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.977, roll: 2.176, pitch: 3.716
10:37:39.849 -> Acceleration in g's  X: -0.058, Y: 0.042, Z: 1.006, roll: 2.391, pitch: 3.276
10:37:39.882 -> Acceleration in g's  X: -0.074, Y: 0.041, Z: 1.002, roll: 2.344, pitch: 4.233
10:37:39.917 -> Acceleration in g's  X: -0.063, Y: 0.039, Z: 1.009, roll: 2.218, pitch: 3.598
10:37:39.951 -> Acceleration in g's  X: -0.063, Y: 0.041, Z: 0.971, roll: 2.420, pitch: 3.681
10:37:39.951 -> Acceleration in g's  X: -0.063, Y: 0.051, Z: 0.984, roll: 2.953, pitch: 3.685
10:37:39.985 -> Acceleration in g's  X: -0.060, Y: 0.031, Z: 0.971, roll: 1.844, pitch: 3.510
10:37:40.019 -> Acceleration in g's  X: -0.063, Y: 0.023, Z: 0.980, roll: 1.369, pitch: 3.646
10:37:40.052 -> Acceleration in g's  X: -0.070, Y: 0.053, Z: 0.989, roll: 3.051, pitch: 4.060
10:37:40.086 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.981, roll: 2.052, pitch: 3.528
10:37:40.086 -> Acceleration in g's  X: -0.054, Y: 0.030, Z: 0.981, roll: 1.767, pitch: 3.131
10:37:40.120 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.986, roll: 2.041, pitch: 3.567
10:37:40.154 -> Acceleration in g's  X: -0.062, Y: 0.028, Z: 0.978, roll: 1.659, pitch: 3.600
10:37:40.188 -> Acceleration in g's  X: -0.065, Y: 0.030, Z: 0.996, roll: 1.741, pitch: 3.756
10:37:40.188 -> Acceleration in g's  X: -0.071, Y: 0.046, Z: 0.984, roll: 2.670, pitch: 4.138
10:37:40.222 -> Acceleration in g's  X: -0.064, Y: 0.034, Z: 1.009, roll: 1.941, pitch: 3.654
10:37:40.256 -> Acceleration in g's  X: -0.050, Y: 0.026, Z: 0.998, roll: 1.513, pitch: 2.856
10:37:40.290 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.985, roll: 2.100, pitch: 3.627
10:37:40.290 -> Acceleration in g's  X: -0.063, Y: 0.030, Z: 0.990, roll: 1.751, pitch: 3.610
10:37:40.324 -> Acceleration in g's  X: -0.063, Y: 0.029, Z: 0.998, roll: 1.681, pitch: 3.638
10:37:40.359 -> Acceleration in g's  X: -0.061, Y: 0.038, Z: 0.979, roll: 2.227, pitch: 3.535
10:37:40.394 -> Acceleration in g's  X: -0.069, Y: 0.042, Z: 0.997, roll: 2.412, pitch: 3.974
10:37:40.394 -> Acceleration in g's  X: -0.055, Y: 0.043, Z: 1.021, roll: 2.411, pitch: 3.065
10:37:40.429 -> Acceleration in g's  X: -0.065, Y: 0.032, Z: 0.994, roll: 1.857, pitch: 3.764
10:37:40.463 -> Acceleration in g's  X: -0.063, Y: 0.044, Z: 0.992, roll: 2.536, pitch: 3.657
10:37:40.497 -> Acceleration in g's  X: -0.065, Y: 0.025, Z: 0.997, roll: 1.459, pitch: 3.753
10:37:40.497 -> Acceleration in g's  X: -0.058, Y: 0.029, Z: 0.980, roll: 1.712, pitch: 3.362
10:37:40.532 -> Acceleration in g's  X: -0.068, Y: 0.024, Z: 0.952, roll: 1.469, pitch: 4.105
10:37:40.565 -> Acceleration in g's  X: -0.057, Y: 0.051, Z: 1.013, roll: 2.871, pitch: 3.197
10:37:40.598 -> Acceleration in g's  X: -0.062, Y: 0.027, Z: 1.003, roll: 1.562, pitch: 3.509
10:37:40.598 -> Acceleration in g's  X: -0.064, Y: 0.045, Z: 0.994, roll: 2.587, pitch: 3.706
10:37:40.633 -> Acceleration in g's  X: -0.065, Y: 0.040, Z: 1.011, roll: 2.269, pitch: 3.701
10:37:40.668 -> Acceleration in g's  X: -0.056, Y: 0.026, Z: 0.982, roll: 1.537, pitch: 3.242
10:37:40.702 -> Acceleration in g's  X: -0.065, Y: 0.031, Z: 0.994, roll: 1.800, pitch: 3.764
10:37:40.702 -> Acceleration in g's  X: -0.067, Y: 0.038, Z: 0.981, roll: 2.222, pitch: 3.925
10:37:40.737 -> Acceleration in g's  X: -0.063, Y: 0.045, Z: 0.978, roll: 2.631, pitch: 3.711
10:37:40.771 -> Acceleration in g's  X: -0.065, Y: 0.046, Z: 0.987, roll: 2.662, pitch: 3.787
10:37:40.805 -> Acceleration in g's  X: -0.061, Y: 0.041, Z: 0.989, roll: 2.374, pitch: 3.499
10:37:40.805 -> Acceleration in g's  X: -0.063, Y: 0.039, Z: 0.991, roll: 2.257, pitch: 3.661
10:37:40.840 -> Acceleration in g's  X: -0.068, Y: 0.025, Z: 0.988, roll: 1.472, pitch: 3.956
10:37:40.874 -> Acceleration in g's  X: -0.066, Y: 0.041, Z: 0.949, roll: 2.474, pitch: 3.998
10:37:40.909 -> Acceleration in g's  X: -0.057, Y: 0.046, Z: 0.997, roll: 2.636, pitch: 3.248
10:37:40.909 -> Acceleration in g's  X: -0.063, Y: 0.028, Z: 0.982, roll: 1.651, pitch: 3.639
10:37:40.943 -> Acceleration in g's  X: -0.056, Y: 0.039, Z: 0.951, roll: 2.352, pitch: 3.346
10:37:40.977 -> Acceleration in g's  X: -0.062, Y: 0.048, Z: 0.988, roll: 2.772, pitch: 3.558
10:37:41.011 -> Acceleration in g's  X: -0.070, Y: 0.029, Z: 1.008, roll: 1.665, pitch: 3.989
10:37:41.011 -> Acceleration in g's  X: -0.065, Y: 0.036, Z: 0.995, roll: 2.080, pitch: 3.759
10:37:41.045 -> Acceleration in g's  X: -0.053, Y: 0.029, Z: 0.990, roll: 1.695, pitch: 3.047
10:37:41.079 -> Acceleration in g's  X: -0.065, Y: 0.023, Z: 0.996, roll: 1.348, pitch: 3.757
10:37:41.112 -> Acceleration in g's  X: -0.064, Y: 0.034, Z: 0.997, roll: 1.963, pitch: 3.696
10:37:41.147 -> Acceleration in g's  X: -0.062, Y: 0.027, Z: 0.975, roll: 1.607, pitch: 3.611
10:37:41.147 -> Acceleration in g's  X: -0.058, Y: 0.048, Z: 0.988, roll: 2.772, pitch: 3.333
10:37:41.181 -> Acceleration in g's  X: -0.064, Y: 0.027, Z: 0.978, roll: 1.602, pitch: 3.771
10:37:41.215 -> Acceleration in g's  X: -0.055, Y: 0.031, Z: 0.980, roll: 1.826, pitch: 3.191
10:37:41.249 -> Acceleration in g's  X: -0.066, Y: 0.042, Z: 1.017, roll: 2.365, pitch: 3.734
10:37:41.249 -> Acceleration in g's  X: -0.067, Y: 0.028, Z: 1.012, roll: 1.603, pitch: 3.809
10:37:41.283 -> Acceleration in g's  X: -0.063, Y: 0.025, Z: 0.969, roll: 1.501, pitch: 3.690
10:37:41.316 -> Acceleration in g's  X: -0.065, Y: 0.036, Z: 1.006, roll: 2.057, pitch: 3.719
10:37:41.350 -> Acceleration in g's  X: -0.063, Y: 0.046, Z: 1.023, roll: 2.568, pitch: 3.546
10:37:41.350 -> Acceleration in g's  X: -0.056, Y: 0.025, Z: 0.960, roll: 1.515, pitch: 3.317
10:37:41.384 -> Acceleration in g's  X: -0.063, Y: 0.047, Z: 0.977, roll: 2.748, pitch: 3.715
10:37:41.419 -> Acceleration in g's  X: -0.066, Y: 0.041, Z: 1.015, roll: 2.315, pitch: 3.741
10:37:41.454 -> Acceleration in g's  X: -0.061, Y: 0.024, Z: 0.996, roll: 1.404, pitch: 3.477
10:37:41.454 -> Acceleration in g's  X: -0.069, Y: 0.037, Z: 0.998, roll: 2.129, pitch: 3.971
10:37:41.488 -> Acceleration in g's  X: -0.066, Y: 0.041, Z: 0.967, roll: 2.429, pitch: 3.926
10:37:41.523 -> Acceleration in g's  X: -0.063, Y: 0.039, Z: 0.987, roll: 2.266, pitch: 3.619
10:37:41.557 -> Acceleration in g's  X: -0.065, Y: 0.033, Z: 0.996, roll: 1.909, pitch: 3.756
10:37:41.557 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.980, roll: 1.997, pitch: 3.588
10:37:41.591 -> Acceleration in g's  X: -0.052, Y: 0.045, Z: 1.002, roll: 2.567, pitch: 2.954
10:37:41.625 -> Acceleration in g's  X: -0.058, Y: 0.035, Z: 1.003, roll: 2.008, pitch: 3.286
10:37:41.660 -> Acceleration in g's  X: -0.063, Y: 0.041, Z: 0.950, roll: 2.472, pitch: 3.818
10:37:41.660 -> Acceleration in g's  X: -0.060, Y: 0.061, Z: 0.992, roll: 3.492, pitch: 3.430
10:37:41.694 -> Acceleration in g's  X: -0.056, Y: 0.046, Z: 1.010, roll: 2.603, pitch: 3.152
10:37:41.727 -> Acceleration in g's  X: -0.066, Y: 0.036, Z: 0.979, roll: 2.113, pitch: 3.876
10:37:41.762 -> Acceleration in g's  X: -0.059, Y: 0.046, Z: 0.994, roll: 2.643, pitch: 3.369
10:37:41.762 -> Acceleration in g's  X: -0.065, Y: 0.042, Z: 1.013, roll: 2.374, pitch: 3.694
10:37:41.796 -> Acceleration in g's  X: -0.065, Y: 0.029, Z: 0.976, roll: 1.720, pitch: 3.835
10:37:41.830 -> Acceleration in g's  X: -0.066, Y: 0.038, Z: 0.982, roll: 2.220, pitch: 3.864
10:37:41.865 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.980, roll: 1.940, pitch: 3.588
10:37:41.865 -> Acceleration in g's  X: -0.068, Y: 0.027, Z: 0.993, roll: 1.577, pitch: 3.936
10:37:41.898 -> Acceleration in g's  X: -0.052, Y: 0.048, Z: 0.980, roll: 2.794, pitch: 3.018
10:37:41.932 -> Acceleration in g's  X: -0.057, Y: 0.047, Z: 0.997, roll: 2.692, pitch: 3.248
10:37:41.967 -> Acceleration in g's  X: -0.064, Y: 0.030, Z: 0.972, roll: 1.785, pitch: 3.793
10:37:41.967 -> Acceleration in g's  X: -0.057, Y: 0.026, Z: 0.963, roll: 1.569, pitch: 3.365
10:37:42.001 -> Acceleration in g's  X: -0.060, Y: 0.038, Z: 0.981, roll: 2.222, pitch: 3.471
10:37:42.035 -> Acceleration in g's  X: -0.068, Y: 0.030, Z: 0.979, roll: 1.770, pitch: 3.990
10:37:42.069 -> Acceleration in g's  X: -0.066, Y: 0.042, Z: 1.014, roll: 2.372, pitch: 3.745
10:37:42.102 -> Acceleration in g's  X: -0.061, Y: 0.023, Z: 0.930, roll: 1.444, pitch: 3.725
10:37:42.102 -> Acceleration in g's  X: -0.062, Y: 0.026, Z: 0.915, roll: 1.651, pitch: 3.845
10:37:42.136 -> Acceleration in g's  X: -0.062, Y: 0.050, Z: 1.004, roll: 2.840, pitch: 3.503
10:37:42.170 -> Acceleration in g's  X: -0.065, Y: 0.028, Z: 0.970, roll: 1.673, pitch: 3.858
10:37:42.203 -> Acceleration in g's  X: -0.068, Y: 0.032, Z: 0.999, roll: 1.848, pitch: 3.912
10:37:42.203 -> Acceleration in g's  X: -0.068, Y: 0.032, Z: 1.018, roll: 1.814, pitch: 3.841
10:37:42.238 -> Acceleration in g's  X: -0.059, Y: 0.038, Z: 0.986, roll: 2.211, pitch: 3.397
10:37:42.272 -> Acceleration in g's  X: -0.063, Y: 0.027, Z: 0.983, roll: 1.593, pitch: 3.635
10:37:42.305 -> Acceleration in g's  X: -0.063, Y: 0.040, Z: 1.003, roll: 2.286, pitch: 3.619
10:37:42.305 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.550
10:37:42.340 -> Acceleration in g's  X: -0.066, Y: 0.043, Z: 0.996, roll: 2.470, pitch: 3.811
10:37:42.373 -> Acceleration in g's  X: -0.067, Y: 0.034, Z: 1.019, roll: 1.922, pitch: 3.783
10:37:42.407 -> Acceleration in g's  X: -0.055, Y: 0.026, Z: 0.998, roll: 1.513, pitch: 3.135
10:37:42.407 -> Acceleration in g's  X: -0.056, Y: 0.031, Z: 0.958, roll: 1.868, pitch: 3.324
10:37:42.442 -> Acceleration in g's  X: -0.070, Y: 0.045, Z: 1.026, roll: 2.506, pitch: 3.915
10:37:42.477 -> Acceleration in g's  X: -0.065, Y: 0.039, Z: 0.970, roll: 2.307, pitch: 3.857
10:37:42.512 -> Acceleration in g's  X: -0.061, Y: 0.042, Z: 0.976, roll: 2.465, pitch: 3.548
10:37:42.512 -> Acceleration in g's  X: -0.065, Y: 0.022, Z: 0.997, roll: 1.290, pitch: 3.754
10:37:42.545 -> Acceleration in g's  X: -0.054, Y: 0.035, Z: 0.937, roll: 2.150, pitch: 3.280
10:37:42.579 -> Acceleration in g's  X: -0.061, Y: 0.046, Z: 0.977, roll: 2.691, pitch: 3.544
10:37:42.614 -> Acceleration in g's  X: -0.065, Y: 0.035, Z: 1.008, roll: 1.998, pitch: 3.712
10:37:42.614 -> Acceleration in g's  X: -0.071, Y: 0.033, Z: 0.984, roll: 1.932, pitch: 4.140
10:37:42.649 -> Acceleration in g's  X: -0.063, Y: 0.041, Z: 0.993, roll: 2.365, pitch: 3.598
10:37:42.681 -> Acceleration in g's  X: -0.065, Y: 0.044, Z: 1.007, roll: 2.499, pitch: 3.715
10:37:42.716 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.989, roll: 2.035, pitch: 3.556
10:37:42.750 -> Acceleration in g's  X: -0.057, Y: 0.034, Z: 0.962, roll: 2.035, pitch: 3.368
10:37:42.750 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.985, roll: 1.987, pitch: 3.684
10:37:42.784 -> Acceleration in g's  X: -0.067, Y: 0.044, Z: 0.998, roll: 2.521, pitch: 3.859
10:37:42.818 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 1.012, roll: 2.101, pitch: 3.588
10:37:42.852 -> Acceleration in g's  X: -0.063, Y: 0.025, Z: 0.993, roll: 1.464, pitch: 3.600
10:37:42.852 -> Acceleration in g's  X: -0.067, Y: 0.025, Z: 0.991, roll: 1.467, pitch: 3.888
10:37:42.887 -> Acceleration in g's  X: -0.062, Y: 0.048, Z: 0.993, roll: 2.758, pitch: 3.541
10:37:42.921 -> Acceleration in g's  X: -0.063, Y: 0.042, Z: 0.996, roll: 2.414, pitch: 3.587
10:37:42.955 -> Acceleration in g's  X: -0.060, Y: 0.030, Z: 0.999, roll: 1.736, pitch: 3.411
10:37:42.955 -> Acceleration in g's  X: -0.060, Y: 0.037, Z: 0.972, roll: 2.187, pitch: 3.506
10:37:42.989 -> Acceleration in g's  X: -0.067, Y: 0.048, Z: 1.003, roll: 2.732, pitch: 3.839
10:37:43.022 -> Acceleration in g's  X: -0.069, Y: 0.032, Z: 0.994, roll: 1.857, pitch: 3.988
10:37:43.056 -> Acceleration in g's  X: -0.059, Y: 0.035, Z: 0.989, roll: 2.035, pitch: 3.388
10:37:43.056 -> Acceleration in g's  X: -0.060, Y: 0.036, Z: 1.013, roll: 2.043, pitch: 3.364
10:37:43.091 -> Acceleration in g's  X: -0.060, Y: 0.034, Z: 1.001, roll: 1.956, pitch: 3.404
10:37:43.126 -> Acceleration in g's  X: -0.064, Y: 0.040, Z: 0.980, roll: 2.338, pitch: 3.758
10:37:43.161 -> Acceleration in g's  X: -0.060, Y: 0.021, Z: 0.951, roll: 1.235, pitch: 3.583
10:37:43.161 -> Acceleration in g's  X: -0.075, Y: 0.041, Z: 0.986, roll: 2.381, pitch: 4.356
10:37:43.195 -> Acceleration in g's  X: -0.065, Y: 0.059, Z: 1.000, roll: 3.353, pitch: 3.737
10:37:43.229 -> Acceleration in g's  X: -0.058, Y: 0.042, Z: 0.995, roll: 2.416, pitch: 3.311
10:37:43.263 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.978, roll: 2.003, pitch: 3.542
10:37:43.263 -> Acceleration in g's  X: -0.067, Y: 0.041, Z: 0.996, roll: 2.358, pitch: 3.867
