47:27 l2
then l4
10:45:00.786 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:45:58.500 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.987, roll: -1.926, pitch: -1.019
10:45:58.535 -> Acceleration in g's  X: 0.016, Y: -0.022, Z: 0.994, roll: -1.294, pitch: -0.900
10:45:58.569 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 1.003, roll: -1.562, pitch: -1.004
10:45:58.569 -> Acceleration in g's  X: 0.020, Y: -0.029, Z: 1.007, roll: -1.667, pitch: -1.111
10:45:58.603 -> Acceleration in g's  X: 0.018, Y: -0.021, Z: 1.000, roll: -1.231, pitch: -1.007
10:45:58.637 -> Acceleration in g's  X: 0.015, Y: -0.033, Z: 0.991, roll: -1.919, pitch: -0.846
10:45:58.672 -> Acceleration in g's  X: 0.015, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -0.842
10:45:58.672 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 1.000, roll: -1.678, pitch: -1.063
10:45:58.705 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -0.955
10:45:58.739 -> Acceleration in g's  X: 0.015, Y: -0.024, Z: 0.991, roll: -1.411, pitch: -0.846
10:45:58.774 -> Acceleration in g's  X: 0.016, Y: -0.023, Z: 0.994, roll: -1.351, pitch: -0.900
10:45:58.774 -> Acceleration in g's  X: 0.017, Y: -0.018, Z: 1.000, roll: -1.007, pitch: -0.951
10:45:58.808 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 1.002, roll: -1.340, pitch: -1.005
10:45:58.841 -> Acceleration in g's  X: 0.017, Y: -0.018, Z: 0.996, roll: -1.011, pitch: -0.955
10:45:58.875 -> Acceleration in g's  X: 0.016, Y: -0.022, Z: 0.991, roll: -1.298, pitch: -0.903
10:45:58.875 -> Acceleration in g's  X: 0.017, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -0.956
10:45:58.909 -> Acceleration in g's  X: 0.017, Y: -0.035, Z: 0.996, roll: -2.021, pitch: -0.954
10:45:58.943 -> Acceleration in g's  X: 0.016, Y: -0.035, Z: 0.999, roll: -2.015, pitch: -0.895
10:45:58.977 -> Acceleration in g's  X: 0.017, Y: -0.029, Z: 1.001, roll: -1.676, pitch: -0.950
10:45:59.011 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.998, roll: -1.849, pitch: -1.065
10:45:59.011 -> Acceleration in g's  X: 0.017, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -0.954
10:45:59.045 -> Acceleration in g's  X: 0.017, Y: -0.029, Z: 0.994, roll: -1.688, pitch: -0.956
10:45:59.079 -> Acceleration in g's  X: 0.018, Y: -0.029, Z: 0.998, roll: -1.681, pitch: -1.009
10:45:59.113 -> Acceleration in g's  X: 0.019, Y: -0.021, Z: 0.996, roll: -1.236, pitch: -1.067
10:45:59.113 -> Acceleration in g's  X: 0.019, Y: -0.020, Z: 0.997, roll: -1.122, pitch: -1.066
10:45:59.148 -> Acceleration in g's  X: 0.016, Y: -0.017, Z: 0.996, roll: -0.955, pitch: -0.899
10:45:59.182 -> Acceleration in g's  X: 0.017, Y: -0.018, Z: 0.998, roll: -1.009, pitch: -0.953
10:45:59.215 -> Acceleration in g's  X: 0.017, Y: -0.021, Z: 1.002, roll: -1.173, pitch: -0.949
10:45:59.215 -> Acceleration in g's  X: 0.017, Y: -0.020, Z: 1.000, roll: -1.119, pitch: -0.951
10:45:59.250 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.996, roll: -1.348, pitch: -1.011
10:45:59.284 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -0.899
10:45:59.319 -> Acceleration in g's  X: 0.016, Y: -0.028, Z: 0.995, roll: -1.630, pitch: -0.899
10:45:59.319 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.999, roll: -1.792, pitch: -0.952
10:45:59.352 -> Acceleration in g's  X: 0.016, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -0.897
10:45:59.386 -> Acceleration in g's  X: 0.015, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -0.842
10:45:59.421 -> Acceleration in g's  X: 0.015, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -0.842
10:45:59.421 -> Acceleration in g's  X: 0.016, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -0.898
10:45:59.455 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.999, roll: -1.960, pitch: -1.007
10:45:59.488 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.999, roll: -1.680, pitch: -1.064
10:45:59.523 -> Acceleration in g's  X: 0.019, Y: -0.024, Z: 0.996, roll: -1.404, pitch: -1.067
10:45:59.523 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.995, roll: -1.349, pitch: -1.012
10:45:59.558 -> Acceleration in g's  X: 0.018, Y: -0.021, Z: 0.995, roll: -1.181, pitch: -1.012
10:45:59.591 -> Acceleration in g's  X: 0.019, Y: -0.021, Z: 0.996, roll: -1.179, pitch: -1.067
10:45:59.625 -> Acceleration in g's  X: 0.017, Y: -0.021, Z: 0.998, roll: -1.177, pitch: -0.953
10:45:59.625 -> Acceleration in g's  X: 0.018, Y: -0.021, Z: 0.995, roll: -1.237, pitch: -1.012
10:45:59.659 -> Acceleration in g's  X: 0.017, Y: -0.023, Z: 0.993, roll: -1.352, pitch: -0.957
10:45:59.692 -> Acceleration in g's  X: 0.015, Y: -0.024, Z: 0.994, roll: -1.407, pitch: -0.844
10:45:59.726 -> Acceleration in g's  X: 0.015, Y: -0.028, Z: 0.998, roll: -1.625, pitch: -0.841
10:45:59.759 -> Acceleration in g's  X: 0.015, Y: -0.028, Z: 1.000, roll: -1.622, pitch: -0.839
10:45:59.759 -> Acceleration in g's  X: 0.016, Y: -0.032, Z: 0.998, roll: -1.849, pitch: -0.896
10:45:59.793 -> Acceleration in g's  X: 0.015, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -0.842
10:45:59.826 -> Acceleration in g's  X: 0.015, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -0.841
10:45:59.860 -> Acceleration in g's  X: 0.016, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -0.897
10:45:59.860 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.999, roll: -1.512, pitch: -1.008
10:45:59.896 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:45:59.929 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.997, roll: -1.627, pitch: -0.954
10:45:59.963 -> Acceleration in g's  X: 0.019, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.065
10:45:59.963 -> Acceleration in g's  X: 0.020, Y: -0.025, Z: 0.999, roll: -1.456, pitch: -1.120
10:45:59.996 -> Acceleration in g's  X: 0.020, Y: -0.023, Z: 0.997, roll: -1.347, pitch: -1.122
10:46:00.031 -> Acceleration in g's  X: 0.019, Y: -0.021, Z: 0.996, roll: -1.236, pitch: -1.067
10:46:00.066 -> Acceleration in g's  X: 0.019, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.066
10:46:00.066 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.996, roll: -1.348, pitch: -1.011
10:46:00.100 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:00.134 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.955
10:46:00.168 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:00.202 -> Acceleration in g's  X: 0.016, Y: -0.030, Z: 0.997, roll: -1.739, pitch: -0.897
10:46:00.202 -> Acceleration in g's  X: 0.015, Y: -0.029, Z: 0.996, roll: -1.685, pitch: -0.842
10:46:00.235 -> Acceleration in g's  X: 0.017, Y: -0.030, Z: 0.998, roll: -1.737, pitch: -0.953
10:46:00.270 -> Acceleration in g's  X: 0.018, Y: -0.029, Z: 0.997, roll: -1.683, pitch: -1.010
10:46:00.303 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:00.303 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:00.337 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:00.370 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -1.010
10:46:00.404 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.997, roll: -1.347, pitch: -1.010
10:46:00.404 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.995, roll: -1.349, pitch: -1.012
10:46:00.438 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -0.954
10:46:00.472 -> Acceleration in g's  X: 0.017, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -0.954
10:46:00.506 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.999, roll: -1.456, pitch: -1.008
10:46:00.506 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.010
10:46:00.540 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.996, roll: -1.404, pitch: -1.011
10:46:00.574 -> Acceleration in g's  X: 0.016, Y: -0.028, Z: 0.998, roll: -1.625, pitch: -0.897
10:46:00.609 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:00.609 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.997, roll: -1.627, pitch: -0.954
10:46:00.643 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.995, roll: -1.630, pitch: -0.955
10:46:00.677 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.997, roll: -1.627, pitch: -0.954
10:46:00.710 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.996, roll: -1.629, pitch: -0.954
10:46:00.744 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.995, roll: -1.630, pitch: -0.955
10:46:00.744 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.999, roll: -1.512, pitch: -1.008
10:46:00.778 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:00.813 -> Acceleration in g's  X: 0.016, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -0.899
10:46:00.846 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -0.955
10:46:00.846 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 1.000, roll: -1.510, pitch: -1.063
10:46:00.881 -> Acceleration in g's  X: 0.020, Y: -0.026, Z: 0.999, roll: -1.512, pitch: -1.120
10:46:00.915 -> Acceleration in g's  X: 0.019, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.067
10:46:00.949 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:00.949 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:00.983 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:01.018 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:01.053 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.897
10:46:01.053 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:01.087 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:01.121 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:01.155 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -0.954
10:46:01.155 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -1.010
10:46:01.189 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.009
10:46:01.223 -> Acceleration in g's  X: 0.019, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.067
10:46:01.256 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.009
10:46:01.256 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.010
10:46:01.290 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -0.954
10:46:01.323 -> Acceleration in g's  X: 0.015, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -0.841
10:46:01.356 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:01.390 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.897
10:46:01.390 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.897
10:46:01.423 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:01.457 -> Acceleration in g's  X: 0.016, Y: -0.028, Z: 0.998, roll: -1.625, pitch: -0.897
10:46:01.491 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.996, roll: -1.629, pitch: -0.954
10:46:01.491 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -1.011
10:46:01.524 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:01.559 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.009
10:46:01.592 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -1.009
10:46:01.592 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:01.626 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -1.010
10:46:01.660 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.998, roll: -1.401, pitch: -1.009
10:46:01.693 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.010
10:46:01.728 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.955
10:46:01.728 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.995, roll: -1.574, pitch: -0.955
10:46:01.762 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.995, roll: -1.630, pitch: -0.955
10:46:01.796 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.998, roll: -1.625, pitch: -0.953
10:46:01.830 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.898
10:46:01.830 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:01.864 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:01.898 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.995, roll: -1.574, pitch: -0.955
10:46:01.932 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.955
10:46:01.932 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -0.953
10:46:01.967 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:02.001 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:02.035 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -0.953
10:46:02.035 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:02.070 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:02.103 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:02.137 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -1.010
10:46:02.137 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:02.170 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:02.204 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:02.238 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:02.271 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.897
10:46:02.271 -> Acceleration in g's  X: 0.019, Y: -0.027, Z: 0.995, roll: -1.574, pitch: -1.068
10:46:02.305 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:02.339 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -1.012
10:46:02.373 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:02.373 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:02.406 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:02.440 -> Acceleration in g's  X: 0.017, Y: -0.024, Z: 0.996, roll: -1.404, pitch: -0.955
10:46:02.473 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:02.473 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.897
10:46:02.508 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:02.542 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:02.576 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -1.011
10:46:02.576 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.995, roll: -1.574, pitch: -1.012
10:46:02.609 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.994, roll: -1.576, pitch: -1.013
10:46:02.643 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.994, roll: -1.576, pitch: -0.956
10:46:02.677 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:02.712 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:02.712 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.897
10:46:02.746 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.897
10:46:02.779 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:02.814 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.994, roll: -1.576, pitch: -0.956
10:46:02.814 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:02.848 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -0.955
10:46:02.883 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.995, roll: -1.462, pitch: -0.955
10:46:02.917 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:02.917 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:02.951 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.065
10:46:02.985 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.067
10:46:03.019 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -1.068
10:46:03.019 -> Acceleration in g's  X: 0.019, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -1.067
10:46:03.054 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -1.010
10:46:03.089 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:03.123 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:03.123 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.994, roll: -1.519, pitch: -0.956
10:46:03.158 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:03.191 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.955
10:46:03.225 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:03.225 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:03.258 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:03.292 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:03.326 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.897
10:46:03.326 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:03.360 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.995, roll: -1.574, pitch: -0.955
10:46:03.394 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.954
10:46:03.428 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:03.428 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.009
10:46:03.462 -> Acceleration in g's  X: 0.019, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -1.066
10:46:03.497 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -1.068
10:46:03.531 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -1.011
10:46:03.565 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:03.565 -> Acceleration in g's  X: 0.018, Y: -0.024, Z: 0.997, roll: -1.403, pitch: -1.010
10:46:03.599 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:03.632 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:03.665 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.996, roll: -1.572, pitch: -0.898
10:46:03.665 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -0.955
10:46:03.699 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:03.732 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.995, roll: -1.518, pitch: -0.955
10:46:03.766 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -0.955
10:46:03.766 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:03.800 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 0.996, roll: -1.629, pitch: -0.954
10:46:03.834 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:03.867 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -1.009
10:46:03.901 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.009
10:46:03.901 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:03.936 -> Acceleration in g's  X: 0.018, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -1.010
10:46:03.969 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -0.954
10:46:04.002 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.997, roll: -1.459, pitch: -0.954
10:46:04.002 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.009
10:46:04.036 -> Acceleration in g's  X: 0.019, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -1.065
10:46:04.070 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.955
10:46:04.103 -> Acceleration in g's  X: 0.018, Y: -0.025, Z: 0.996, roll: -1.460, pitch: -1.011
10:46:04.103 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -1.010
10:46:04.137 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.009
10:46:04.171 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.897
10:46:04.204 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:04.239 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.998, roll: -1.569, pitch: -0.953
10:46:04.239 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:04.273 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.009
10:46:04.307 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.997, roll: -1.571, pitch: -0.954
10:46:04.342 -> Acceleration in g's  X: 0.016, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.898
10:46:04.342 -> Acceleration in g's  X: 0.017, Y: -0.026, Z: 0.997, roll: -1.515, pitch: -0.954
10:46:04.375 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.009
